country_name,country_code,WGI - VoiceandAccountability,WGI - Political StabilityNoViolence,WGI - GovernmentEffectiveness,WGI - RegulatoryQuality,WGI - RuleofLaw,WGI - ControlofCorruption
Nauru,NRU,0.62840449810028076,0.86258542537689209,-0.12948043644428253,-3.3193632960319519E-2,-0.7636907696723938,-0.44930270314216614
New Zealand,NZL,1.5690345764160156,1.5076649188995361,1.6709036827087402,1.8809065818786621,1.8847389221191406,2.1700706481933594
Oman,OMN,-1.1362813711166382,0.59348475933074951,0.259309321641922,0.29245713353157043,0.55440390110015869,0.45212891697883606
Pakistan,PAK,-0.84335076808929443,-2.2463357448577881,-0.67700469493865967,-0.64447891712188721,-0.66757869720458984,-0.84674066305160522
Panama,PAN,0.62171328067779541,0.30680492520332336,6.5540187060832977E-2,0.36189696192741394,-0.11903498321771622,-0.57992398738861084
Palau,PLW,1.0942646265029907,0.86258542537689209,-4.542214423418045E-2,-7.5409994460642338E-3,0.31445762515068054,-0.44930270314216614
Peru,PER,0.28628385066986084,-0.1417345404624939,-6.7545659840106964E-2,0.56390613317489624,-0.48720264434814453,-0.44769078493118286
Philippines,PHL,3.0184244737029076E-2,-0.88496571779251099,5.2968170493841171E-2,9.308159351348877E-3,-0.47730070352554321,-0.57334554195404053
Papua New Guinea,PNG,7.404211163520813E-2,-0.8261072039604187,-0.80867904424667358,-0.54254639148712158,-0.80097305774688721,-0.99163818359375
Poland,POL,0.69826185703277588,0.521514892578125,0.60162919759750366,1.0141236782073975,0.4520929753780365,0.60271501541137695
Puerto Rico,PRI,0.49567258358001709,0.12338312715291977,-0.16427363455295563,0.73195910453796387,0.58733981847763062,1.3092992827296257E-2
"Korea, Dem. Rep.",PRK,-2.1946883201599121,-0.30490335822105408,-1.3967882394790649,-2.3967936038970947,-1.6514610052108765,-1.5893584489822388
Portugal,PRT,1.2387827634811401,1.1282484531402588,1.1540054082870483,0.96974700689315796,1.1356768608093262,0.76399534940719604
Paraguay,PRY,8.2142479717731476E-2,-1.913156476803124E-3,-0.53375667333602905,-0.20345801115036011,-0.55640339851379395,-0.82931023836135864
Qatar,QAT,-1.2906183004379272,0.70469540357589722,0.70520675182342529,0.67932993173599243,0.73431843519210815,0.84899592399597168
Romania,ROU,0.48513972759246826,0.5255054235458374,-0.28124380111694336,0.46205359697341919,0.36400461196899414,-0.12824046611785889
Russian Federation,RUS,-1.1000820398330688,-0.54230397939682007,0.15036487579345703,-0.43162244558334351,-0.72368854284286499,-0.83187317848205566
Rwanda,RWA,-1.079367995262146,0.11567217856645584,0.18502268195152283,7.7384300529956818E-2,7.6188184320926666E-2,0.56434601545333862
Samoa,WSM,0.74770087003707886,1.1205109357833862,0.43641301989555359,-0.22384203970432281,1.0770641565322876,0.64063555002212524
Saudi Arabia,SAU,-1.6169171333312988,-0.42799597978591919,0.30644488334655762,-6.8194851279258728E-2,0.16855593025684357,0.27463933825492859
Sudan,SDN,-1.6359678506851196,-1.6736141443252563,-1.621904730796814,-1.6738343238830566,-1.140473484992981,-1.3669849634170532
Senegal,SEN,0.26038539409637451,5.736391618847847E-2,-5.7369384914636612E-2,-0.11223976314067841,-0.19076031446456909,4.8484433442354202E-2
Singapore,SGP,-0.18336543440818787,1.5316022634506226,2.2210860252380371,2.1613767147064209,1.878558874130249,2.1594765186309814
Solomon Islands,SLB,0.59805327653884888,0.50178396701812744,-0.99720156192779541,-0.83224856853485107,-0.13986755907535553,-7.4039893224835396E-3
Sierra Leone,SLE,-9.6366956830024719E-2,-9.8183274269104004E-2,-1.126595139503479,-0.88199365139007568,-0.76636308431625366,-0.41136106848716736
El Salvador,SLV,0.13837362825870514,-0.12745198607444763,-0.4654403030872345,2.1638486534357071E-2,-0.76245963573455811,-0.55256485939025879
San Marino,SMR,1.1930834054946899,0.89969587326049805,NA,NA,NA,NA
Somalia,SOM,-1.8352736234664917,-2.3832266330718994,-2.2371490001678467,-2.203132152557373,-2.350358247756958,-1.7099632024765015
São Tomé and Principe,STP,0.3727668821811676,0.51563727855682373,-0.62691396474838257,-0.90706950426101685,-0.67970234155654907,0.22584551572799683
Suriname,SUR,0.38978254795074463,0.11340330541133881,-0.59006136655807495,-0.67955142259597778,-5.9651225805282593E-2,-0.39323732256889343
Slovak Republic,SVK,0.91099870204925537,0.78278815746307373,0.67390167713165283,1.0067802667617798,0.55673569440841675,0.32720270752906799
Slovenia,SVN,1.0074244737625122,0.81675410270690918,1.081404447555542,1.00883948802948,1.1184208393096924,0.90589869022369385
Sweden,SWE,1.5922601222991943,1.0517905950546265,1.8299006223678589,1.8016748428344727,1.9065259695053101,2.1184780597686768
Swaziland,SWZ,-1.3212302923202515,-0.37859588861465454,-0.67831695079803467,-0.61227738857269287,-0.50188273191452026,-0.48767262697219849
Seychelles,SYC,0.33566996455192566,0.68943703174591064,0.51794135570526123,-0.1530526727437973,0.17143608629703522,0.96921265125274658
Syrian Arab Republic,SYR,-1.9798752069473267,-2.7279963493347168,-1.7112792730331421,-1.7579034566879272,-2.0760633945465088,-1.6885527372360229
Chad,TCD,-1.4177297353744507,-1.3400243520736694,-1.5684038400650024,-1.1192482709884644,-1.2833583354949951,-1.4205666780471802
Togo,TGO,-0.72092771530151367,-0.8053930401802063,-0.91733467578887939,-0.6789817214012146,-0.58879667520523071,-0.74971675872802734
Thailand,THA,-0.82727128267288208,-0.53755807876586914,0.35705634951591492,0.11610496789216995,0.10288157314062119,-0.40739849209785461
Tajikistan,TJK,-1.8295934200286865,-0.57514810562133789,-1.049005389213562,-1.0110654830932617,-1.2279412746429443,-1.3211725950241089
Turkmenistan,TKM,-2.1314690113067627,-9.3640983104705811E-2,-1.1562397480010986,-1.9576020240783691,-1.4147845506668091,-1.5119054317474365
Timor-Leste,TLS,0.38276639580726624,0.23987026512622833,-0.88469237089157104,-0.78434699773788452,-1.1110148429870605,-0.38298270106315613
Tonga,TON,0.55595946311950684,1.1205109357833862,0.1627243310213089,-0.32663923501968384,0.45866918563842773,-0.34568023681640625
Trinidad and Tobago,TTO,0.62491905689239502,5.5240150541067123E-2,0.10015146434307098,-0.15098600089550018,-0.1202659085392952,-0.19135574996471405
Tunisia,TUN,0.28140565752983093,-0.83253633975982666,-0.10227388888597488,-0.43720522522926331,6.2218688428401947E-2,-7.7050469815731049E-2
Turkey,TUR,-0.81470298767089844,-1.3428292274475098,4.8385970294475555E-2,-7.3168929666280746E-3,-0.28296324610710144,-0.29097005724906921
Tuvalu,TUV,1.1224985122680664,1.2045668363571167,-0.64663213491439819,-0.55547410249710083,0.4812893271446228,0.40907853841781616
"Taiwan, China",TWN,0.99590826034545898,0.71959769725799561,1.436753511428833,1.4027597904205322,1.1411211490631104,1.0452655553817749
Tanzania,TZA,-0.50379097461700439,-0.36204707622528076,-0.87905043363571167,-0.64090621471405029,-0.57793134450912476,-0.39087092876434326
Uganda,UGA,-0.6238396167755127,-0.64578843116760254,-0.58520013093948364,-0.37422439455986023,-0.31461122632026672,-1.1656256914138794
Ukraine,UKR,5.5237796157598495E-2,-1.5238696336746216,-0.29658252000808716,-0.25867009162902832,-0.69835144281387329,-0.70959717035293579
Uruguay,URY,1.2569401264190674,1.045502781867981,0.69573879241943359,0.50940841436386108,0.62126314640045166,1.2465108633041382
United States,USA,0.96524804830551147,0.29798582196235657,1.4891815185546875,1.3453584909439087,1.4610936641693115,1.2153260707855225
Uzbekistan,UZB,-1.6055108308792114,-0.27243340015411377,-0.51464903354644775,-0.99329251050949097,-1.0481816530227661,-1.053790807723999
St. Vincent and the Grenadines,VCT,0.92759054899215698,0.95970898866653442,0.22584962844848633,0.21223247051239014,0.44635623693466187,0.78155648708343506
"Venezuela, RB",VEN,-1.4094308614730835,-1.4454848766326904,-1.6583069562911987,-2.3591158390045166,-2.3200535774230957,-1.5098400115966797
Vietnam,VNM,-1.380526065826416,0.13187491893768311,3.9076801389455795E-2,-0.26234829425811768,-1.6898753121495247E-2,-0.51384109258651733
Vanuatu,VUT,0.663360595703125,1.0262949466705322,-0.5464751124382019,-0.46004357933998108,0.17785331606864929,-0.2588750422000885
West Bank and Gaza,WBG,-1.0081884860992432,-1.9420775175094604,-0.74408459663391113,3.3815555274486542E-2,-0.48548009991645813,-0.25957411527633667
